education,cgpa,projects,internships,experience,skills_count,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,has_github,has_linkedin,resume_length,certifications,achievements,ats_keywords,action_verbs,leadership,open_source,resume_score
2,6.09,2,0,2.6,18,4,5,3,2,1,1,1,595,0,1,17,6,1,0,94.0
2,8.36,5,3,3.7,18,3,6,4,2,0,0,0,659,1,1,17,8,1,0,98.0
2,7.11,2,2,1.4,13,2,3,2,2,2,1,1,572,6,0,14,7,0,0,98.0
0,7.6,5,1,0.6,19,2,6,4,3,1,0,1,478,0,1,18,6,0,0,98.0
3,6.27,2,4,0.1,18,6,4,2,2,0,1,0,568,5,0,18,4,0,0,98.0
2,8.41,1,1,1.3,12,2,3,1,1,1,1,0,413,0,4,15,3,1,0,91.8
2,7.86,5,0,4.7,17,1,2,3,2,5,1,0,575,0,2,13,5,0,0,98.0
2,8.1,4,1,2.2,11,1,5,2,1,1,1,0,478,1,2,15,5,0,0,98.0
3,9.12,1,0,2.1,11,7,2,1,0,0,0,1,661,2,1,9,6,0,0,91.5
4,8.83,1,1,6.6,11,0,2,1,4,0,0,1,727,2,2,13,7,1,0,98.0
2,9.76,2,0,4.7,16,1,2,4,1,5,1,0,809,4,0,15,9,0,0,98.0
2,8.37,2,2,1.5,9,4,0,2,0,0,1,1,637,0,2,11,3,0,0,88.1
2,8.33,0,0,0.8,13,3,4,2,2,1,1,1,395,3,1,12,4,0,1,84.6
1,8.74,2,0,3.0,17,6,3,2,1,1,1,1,614,0,0,21,7,0,1,98.0
2,8.28,2,0,0.1,15,4,4,2,2,0,0,1,689,1,0,16,5,0,0,85.7
2,9.81,1,3,0.4,12,3,2,2,2,1,1,0,510,2,1,10,3,0,0,91.1
2,9.07,5,0,0.1,13,4,2,1,1,1,1,0,654,0,1,17,9,0,0,98.0
2,6.88,2,0,2.1,12,6,0,1,1,0,1,1,499,3,0,15,5,1,0,89.7
1,8.34,2,0,0.2,13,7,2,2,1,0,1,1,512,0,0,21,5,0,1,83.2
1,6.88,3,1,0.5,17,2,7,4,3,0,1,1,532,1,3,15,6,0,0,98.0
1,8.56,3,3,0.6,14,0,1,4,1,4,1,1,606,3,0,14,4,1,0,98.0
0,8.8,1,0,0.3,10,5,0,1,0,0,0,0,505,1,0,10,5,0,0,63.9
3,8.81,2,2,0.5,13,8,0,2,1,0,0,1,545,3,1,21,5,0,0,97.2
2,7.35,5,0,7.0,13,0,1,2,5,1,1,1,701,0,1,16,9,0,1,98.0
2,7.44,5,2,3.5,16,2,5,4,2,1,1,1,606,2,2,17,5,0,0,98.0
2,8.25,2,0,2.9,14,7,0,2,1,0,1,1,516,2,0,21,8,1,0,98.0
3,8.41,3,3,10.3,19,1,2,4,2,8,1,1,987,3,2,17,8,1,0,98.0
2,7.66,8,1,5.9,13,0,1,3,1,4,1,1,825,0,0,10,7,0,1,98.0
2,9.57,0,3,1.5,15,2,4,4,1,1,1,1,498,1,1,12,5,0,0,98.0
2,7.42,3,1,2.9,11,4,2,2,1,1,1,0,561,1,1,17,3,0,1,96.5
2,8.49,1,1,7.9,19,6,5,3,1,0,1,1,627,2,0,16,11,0,1,98.0
3,7.56,3,0,0.6,14,0,2,2,2,7,0,1,446,1,0,13,3,0,0,81.4
2,7.5,2,0,3.9,16,1,7,4,3,0,1,0,571,1,2,12,8,0,0,98.0
2,7.13,1,2,0.7,14,0,2,2,1,5,1,1,466,0,0,18,2,1,0,85.6
2,8.55,3,0,2.5,16,6,4,2,2,0,1,1,669,1,0,18,3,1,0,98.0
2,9.64,3,1,2.1,15,6,2,2,1,0,1,1,578,0,2,13,3,0,1,98.0
2,6.02,5,2,3.2,14,5,4,2,1,0,1,1,589,1,3,17,5,0,0,98.0
2,8.41,5,2,0.1,11,6,2,1,1,0,0,1,673,1,1,16,0,0,0,92.0
4,9.05,7,1,6.9,9,6,0,1,0,0,1,0,819,1,2,18,9,1,0,98.0
2,6.39,3,1,5.4,16,8,2,2,0,0,1,0,643,2,1,21,8,0,1,98.0
2,10.0,1,3,0.2,19,0,2,4,1,8,1,1,458,1,1,11,5,1,0,98.0
2,8.13,3,0,0.3,12,3,3,1,2,2,1,0,394,2,1,11,2,0,0,83.1
3,9.0,2,1,3.7,14,0,3,2,6,1,0,1,512,1,1,17,5,1,0,98.0
2,6.73,5,2,1.6,10,5,0,1,1,0,0,1,570,0,1,10,9,1,0,98.0
3,9.28,2,1,11.4,18,0,1,3,2,8,1,1,865,2,4,22,12,1,0,98.0
3,8.33,6,2,5.8,14,4,2,1,1,2,1,1,706,1,3,15,8,0,0,98.0
3,10.0,2,3,0.6,9,6,1,1,0,0,0,1,529,1,2,6,2,0,0,89.0
3,6.89,3,2,0.2,14,4,2,2,1,1,0,1,527,4,0,16,5,0,1,98.0
3,6.73,6,3,5.9,13,2,2,2,2,1,1,1,672,1,0,14,10,1,0,98.0
2,9.56,1,2,1.9,17,0,2,2,2,7,0,1,419,0,0,15,4,0,0,96.2
1,7.44,3,1,1.1,11,5,1,2,1,0,0,0,623,3,0,10,6,0,0,84.6
3,7.42,1,0,0.2,16,3,4,2,2,1,0,1,444,2,0,14,3,0,1,80.4
2,9.96,2,0,1.1,14,3,4,3,2,0,0,1,398,3,1,8,5,0,0,95.9
3,9.54,3,0,1.5,13,2,6,3,1,0,0,1,526,3,0,15,5,0,0,98.0
1,7.37,8,2,2.1,12,0,2,2,5,1,1,0,643,1,1,13,3,0,0,98.0
2,9.68,7,0,6.4,15,2,5,3,3,1,0,1,744,0,4,23,11,1,0,98.0
2,9.56,3,3,2.7,11,2,3,2,1,2,1,1,676,2,1,9,6,1,0,98.0
3,6.71,4,1,3.4,13,6,2,1,1,0,0,1,599,3,2,14,6,1,1,98.0
3,8.26,2,4,8.0,18,2,6,4,1,1,0,1,917,3,1,24,10,0,0,98.0
2,8.14,2,6,2.2,15,2,5,2,3,0,1,1,420,1,0,13,6,0,0,98.0
2,8.17,4,0,1.6,13,2,2,2,2,2,1,1,586,1,2,15,5,0,1,98.0
1,7.34,1,1,0.3,14,3,4,3,2,1,1,1,546,3,0,15,3,0,0,81.7
3,8.66,3,2,2.1,20,1,2,4,1,8,1,1,513,2,0,16,7,0,1,98.0
2,7.03,3,0,1.9,13,1,5,2,1,0,1,0,585,2,1,16,1,0,0,87.2
2,8.24,2,2,1.0,13,1,1,2,1,6,0,1,562,2,2,13,4,0,0,94.2
2,8.38,2,1,1.0,13,4,3,2,2,1,1,1,484,4,1,16,4,0,0,97.9
2,9.17,4,1,7.5,12,4,3,1,1,1,1,1,875,3,0,20,8,0,0,98.0
3,8.03,1,2,1.8,16,4,4,3,2,1,1,1,633,1,1,16,4,0,0,98.0
1,7.14,2,0,0.9,13,1,1,2,1,5,0,1,525,1,1,13,6,0,0,80.2
3,8.94,5,5,1.0,11,0,2,2,2,4,0,0,589,4,1,13,3,0,0,98.0
3,7.21,2,0,2.4,10,6,1,1,1,0,0,1,491,1,1,15,8,1,1,92.7
2,8.11,2,3,1.1,15,1,7,3,2,0,1,0,584,1,2,14,6,0,0,98.0
2,7.55,3,3,0.6,14,1,3,1,7,0,1,1,516,2,0,17,1,0,1,97.4
2,7.52,0,1,1.4,13,2,2,1,2,2,1,0,519,3,0,18,9,1,1,91.7
2,7.91,5,0,4.3,10,5,2,1,0,0,1,1,734,4,2,21,6,0,0,98.0
1,8.85,2,0,0.8,11,2,2,2,1,1,0,1,477,0,1,10,5,0,0,75.2
3,6.32,2,0,3.3,18,6,5,3,2,1,1,1,462,1,3,17,6,0,0,98.0
4,7.66,3,3,4.6,16,4,5,3,2,1,1,0,729,1,1,20,8,0,0,98.0
2,9.31,3,3,2.2,14,0,1,2,7,1,1,0,580,1,3,8,9,0,0,98.0
2,7.18,4,5,2.8,19,6,4,3,2,0,1,1,637,0,2,23,3,0,1,98.0
2,6.97,4,3,4.9,15,0,2,2,2,5,0,0,678,1,2,17,5,1,0,98.0
2,8.92,1,0,3.0,15,9,1,1,1,0,0,1,637,3,1,19,7,1,1,98.0
3,8.65,1,1,0.4,13,3,2,1,1,2,0,0,531,4,2,11,2,0,0,84.3
2,7.51,1,0,6.5,17,6,4,2,2,1,1,0,590,0,3,22,4,0,0,98.0
2,8.6,2,1,1.2,13,2,2,2,2,2,1,1,501,0,0,16,5,0,0,85.2
2,9.13,1,1,0.7,15,1,2,2,7,0,1,1,544,4,0,16,6,0,1,98.0
3,9.12,2,2,3.0,14,1,3,1,6,0,0,1,585,2,1,21,7,0,0,98.0
2,7.67,1,2,1.0,11,1,4,3,1,0,0,1,389,2,3,13,4,1,0,90.1
3,9.67,0,1,3.6,14,0,2,3,1,5,1,0,373,1,1,15,7,0,1,98.0
1,9.07,1,0,8.1,14,2,5,2,1,0,0,1,831,0,2,22,11,1,0,98.0
2,7.19,3,2,5.1,15,8,0,2,1,0,0,1,739,0,0,16,8,0,0,98.0
2,8.62,3,1,0.6,11,5,1,1,0,0,1,0,508,1,1,9,4,0,1,87.2
1,8.04,5,5,5.0,13,0,1,4,1,5,0,0,674,0,2,18,12,1,0,98.0
4,6.87,1,3,2.8,15,5,4,2,2,0,1,1,677,5,4,19,5,1,0,98.0
4,9.72,2,1,0.7,13,3,2,1,2,1,1,1,402,5,0,14,6,0,0,98.0
2,7.76,5,1,5.5,15,3,5,3,1,1,1,0,762,2,0,20,5,0,1,98.0
0,5.69,0,0,1.3,16,4,3,2,2,1,1,1,477,1,0,18,5,1,0,73.1
2,9.61,4,1,0.2,9,0,1,1,4,0,0,1,603,1,1,13,2,0,0,86.5
1,7.26,8,1,8.7,11,4,2,1,0,0,0,1,949,2,0,18,6,0,0,98.0
3,9.04,2,1,3.4,12,7,0,1,1,0,0,1,568,2,1,15,7,1,0,98.0
2,7.27,5,0,0.2,12,2,3,1,1,2,0,1,413,1,1,10,5,0,0,89.5
2,8.86,3,2,6.0,13,6,2,2,0,0,1,1,514,2,0,22,9,0,0,98.0
2,8.86,4,2,4.0,13,2,3,2,1,2,1,0,681,1,1,19,7,1,0,98.0
3,10.0,10,0,4.8,12,3,3,3,1,1,1,1,835,2,1,14,10,0,0,98.0
2,9.94,5,1,9.2,14,2,7,2,2,0,1,1,868,0,2,19,11,0,0,98.0
2,7.71,2,0,6.0,13,7,0,2,0,0,1,1,793,3,0,17,7,0,0,98.0
4,7.4,4,1,0.3,13,1,2,1,7,0,0,0,634,2,4,14,4,0,0,98.0
1,6.17,4,1,2.6,17,3,7,2,1,0,0,0,544,0,0,20,5,1,0,97.2
2,10.0,4,2,4.6,14,9,0,2,1,0,1,1,699,3,1,18,4,1,0,98.0
3,8.35,2,1,2.6,16,4,3,2,2,1,1,1,459,3,1,17,10,0,1,98.0
3,9.99,6,0,4.1,12,3,2,2,2,2,1,0,706,2,3,21,8,0,0,98.0
2,7.9,2,1,2.5,16,4,3,2,1,2,1,0,512,0,1,14,6,0,0,98.0
3,9.33,3,1,2.8,15,4,2,2,1,2,1,1,536,2,1,17,8,1,0,98.0
2,8.22,1,0,0.5,14,7,2,2,1,0,1,0,619,1,0,13,2,1,1,81.2
2,10.0,3,1,1.9,15,0,2,4,2,4,0,1,567,1,1,18,6,0,1,98.0
3,8.5,0,3,0.1,11,0,1,2,6,1,1,0,548,3,2,17,1,0,0,85.4
2,7.96,4,1,0.3,17,2,7,2,3,1,1,0,842,3,0,14,9,0,0,98.0
2,7.34,4,1,2.6,13,3,3,2,2,0,1,1,592,0,2,16,7,0,0,98.0
2,7.67,3,2,2.8,12,4,3,2,1,1,1,1,594,2,3,13,3,0,0,98.0
2,8.73,3,4,1.8,10,4,0,2,1,0,1,1,531,0,1,11,7,0,0,96.1
2,7.8,2,1,2.3,14,2,3,2,2,1,0,1,589,1,1,20,8,0,0,91.0
2,7.83,2,2,0.6,12,1,1,4,1,4,1,1,425,0,0,13,2,0,0,76.4
3,10.0,1,1,1.5,12,3,2,1,1,2,1,0,502,2,0,15,6,0,0,92.9
2,7.97,2,0,0.7,19,1,2,2,2,8,0,0,598,2,2,18,6,0,0,98.0
2,9.11,2,4,4.2,14,7,1,2,1,0,0,1,648,1,2,15,5,0,0,98.0
3,8.85,2,0,2.4,14,4,3,2,1,1,1,0,458,1,1,20,5,0,0,94.2
3,8.94,1,3,2.2,12,0,1,3,1,5,0,1,495,2,0,13,5,1,0,98.0
2,8.62,0,0,1.6,18,5,5,2,1,1,1,1,416,2,0,17,4,0,1,90.7
3,6.77,7,4,8.0,15,1,3,1,5,1,0,1,809,1,1,25,10,1,0,98.0
3,8.87,1,2,1.3,11,0,2,1,6,1,0,1,487,4,3,11,4,0,0,98.0
3,7.63,1,2,1.6,18,1,1,4,2,7,0,1,602,3,1,23,3,0,1,98.0
2,7.99,2,0,5.4,17,5,3,3,2,1,1,1,485,1,0,18,9,0,1,98.0
2,8.39,1,4,1.1,15,1,2,3,1,4,1,1,548,1,0,20,5,0,1,98.0
2,6.78,3,0,9.0,14,6,2,2,0,0,1,1,621,4,0,17,8,1,0,98.0
4,9.8,1,2,0.0,11,2,2,2,2,1,0,0,615,1,1,11,5,0,0,83.4
4,7.78,3,0,3.0,14,1,3,2,6,0,1,0,638,1,0,17,4,0,0,98.0
0,7.31,2,0,1.2,12,3,3,3,1,0,0,1,609,2,0,14,4,0,0,75.9
3,8.19,6,1,2.1,12,5,2,2,1,0,0,0,575,1,1,9,5,1,0,98.0
2,8.61,2,1,10.2,16,5,4,3,2,1,1,1,924,3,4,20,14,0,0,98.0
3,8.31,3,1,2.3,14,4,2,2,2,1,0,1,617,1,0,16,7,0,0,98.0
2,8.28,4,1,5.6,12,0,3,1,5,1,1,1,596,5,0,14,6,0,1,98.0
3,10.0,6,5,3.7,14,5,4,3,1,0,0,1,713,1,1,11,3,0,0,98.0
2,8.26,1,1,1.2,17,3,4,3,2,1,1,1,483,0,2,14,2,0,0,89.6
2,9.71,2,1,5.0,19,3,7,2,2,1,1,1,751,1,5,23,3,0,0,98.0
2,9.27,0,0,3.3,12,5,2,1,1,0,0,1,388,5,0,16,7,1,0,98.0
4,6.91,0,3,0.5,15,2,6,2,3,1,0,1,472,0,2,18,5,0,0,89.2
1,7.81,4,4,1.9,13,0,1,3,2,4,0,1,677,0,0,14,3,1,0,98.0
4,8.3,2,2,0.8,19,1,2,4,1,7,1,1,415,2,0,14,7,0,1,98.0
2,8.93,4,1,9.0,14,1,3,1,7,1,1,1,726,1,2,21,11,0,1,98.0
3,6.4,2,1,0.2,11,6,0,2,0,0,1,1,525,0,1,13,3,0,0,77.5
3,7.02,5,1,6.9,12,2,3,2,1,2,1,1,785,3,1,23,10,0,1,98.0
2,6.55,0,2,2.2,16,1,2,3,1,8,1,0,504,0,1,18,5,1,1,94.6
3,9.3,6,0,3.0,12,4,2,2,1,1,0,1,555,2,1,12,10,0,1,98.0
2,7.3,0,2,2.0,15,1,7,3,2,0,1,1,485,1,2,14,8,0,1,98.0
2,8.11,3,0,1.7,16,4,5,2,2,0,0,1,637,4,1,16,7,1,0,98.0
2,8.68,2,0,3.4,15,0,2,4,2,4,1,0,732,1,4,15,9,0,0,98.0
2,8.85,3,0,2.5,18,6,4,2,2,0,0,0,501,2,2,23,4,0,0,98.0
2,7.82,6,1,7.1,16,4,2,2,2,2,1,1,812,1,0,17,11,1,1,98.0
3,7.97,3,4,3.1,15,3,3,3,2,0,0,1,652,1,1,17,6,1,0,98.0
2,8.66,3,1,0.9,20,6,5,3,1,1,1,1,539,2,0,18,7,0,0,98.0
2,7.66,0,2,0.4,13,1,4,3,2,0,1,1,545,1,0,22,1,0,1,78.4
3,8.29,3,1,6.6,14,4,4,3,1,0,0,1,858,1,1,16,12,0,0,98.0
2,7.93,2,0,0.3,19,3,6,4,1,1,0,1,505,3,1,18,3,0,0,94.6
3,9.1,6,2,8.4,10,1,1,1,5,0,0,1,860,0,0,19,10,0,0,98.0
2,8.85,2,1,3.0,12,4,1,2,1,0,1,1,564,1,3,16,7,0,0,98.0
2,7.11,0,4,1.3,12,4,2,1,2,2,1,1,304,2,1,15,5,0,0,88.0
2,9.2,7,3,11.9,12,3,3,1,1,1,1,1,933,2,6,23,11,0,0,98.0
2,7.62,2,2,4.5,14,3,4,2,1,1,1,1,642,1,1,18,6,1,0,98.0
2,8.85,4,0,0.7,9,7,0,1,0,0,1,1,519,1,0,18,2,0,0,86.2
3,8.65,8,0,6.4,19,6,4,2,2,1,1,1,973,3,3,18,5,1,0,98.0
2,7.64,3,2,5.5,12,1,2,1,6,1,1,1,704,3,1,11,12,1,1,98.0
3,6.51,3,3,0.3,15,9,1,1,1,0,1,0,472,2,1,12,7,1,0,98.0
0,5.57,4,0,7.7,14,0,3,1,7,1,1,1,763,1,0,14,8,0,0,98.0
2,7.05,3,4,6.0,17,3,7,2,3,0,1,1,702,2,2,22,7,1,0,98.0
2,10.0,7,2,4.1,9,4,2,2,0,0,0,1,732,1,0,18,5,0,0,98.0
0,5.79,3,0,1.2,14,2,4,3,2,1,1,1,600,0,1,14,5,0,1,84.4
3,9.01,5,1,5.0,15,8,1,2,0,0,0,1,592,1,6,24,9,0,0,98.0
3,8.82,0,0,0.5,13,0,1,2,2,5,0,1,413,2,4,10,3,0,0,83.3
2,7.81,4,2,2.6,15,2,4,3,2,0,0,1,604,2,1,18,5,0,0,98.0
2,8.94,1,0,1.0,12,8,0,1,1,0,0,1,525,2,0,16,5,0,0,77.0
1,6.36,2,2,1.2,13,1,3,1,5,1,1,1,526,1,0,11,5,0,1,88.2
1,6.54,1,0,0.3,12,6,1,2,0,0,0,1,606,1,0,12,2,0,0,63.5
3,8.18,7,2,2.9,16,5,4,2,2,1,0,0,766,1,0,14,4,0,0,98.0
1,8.9,1,0,1.6,18,2,7,3,1,1,0,1,505,1,1,18,7,1,0,96.6
0,5.39,0,2,0.4,15,5,4,2,2,0,0,1,448,1,1,19,4,0,0,69.3
3,7.39,4,3,1.7,12,6,2,2,0,0,0,1,576,1,1,17,4,0,0,98.0
3,9.04,3,3,1.8,10,1,1,2,4,1,1,0,727,1,1,10,2,0,1,98.0
3,7.06,3,1,5.9,15,6,4,2,1,1,1,0,646,3,1,15,5,1,1,98.0
3,8.38,3,3,0.4,13,2,3,2,1,1,0,1,584,1,2,19,4,1,0,98.0
2,7.33,3,2,2.4,11,5,1,1,1,0,0,1,653,2,2,15,4,0,0,96.7
3,8.77,4,1,0.5,17,1,6,3,2,1,1,1,406,5,1,17,2,0,1,98.0
2,8.59,2,0,4.6,11,5,1,2,1,0,1,1,646,1,0,15,8,0,0,98.0
3,10.0,5,1,2.9,21,2,7,4,3,1,0,0,501,3,3,20,10,0,0,98.0
4,9.25,5,2,1.9,12,4,3,2,1,1,1,1,671,4,0,13,7,0,1,98.0
3,9.05,0,2,0.4,12,0,1,1,5,1,0,0,437,3,0,14,0,0,0,75.5
2,8.64,3,2,0.7,11,0,1,1,7,1,0,1,668,1,3,13,4,0,1,98.0
2,6.56,3,2,9.7,11,0,1,1,7,1,1,1,999,1,4,21,14,1,0,98.0
2,8.56,2,2,2.0,16,4,5,2,1,1,1,1,568,2,3,20,9,0,0,98.0
2,7.77,6,2,4.4,15,5,5,2,2,0,1,1,638,1,0,16,6,0,0,98.0
0,7.24,1,1,0.8,9,2,2,1,2,1,1,0,467,1,4,17,2,0,0,72.5
2,8.81,5,4,0.6,17,4,3,2,2,2,1,1,543,0,1,16,4,0,0,98.0
3,9.46,3,2,0.8,13,0,1,3,2,4,1,1,644,3,0,14,3,1,1,98.0
2,9.34,1,1,3.9,16,5,3,2,1,1,1,1,590,2,1,18,7,1,1,98.0
2,7.21,2,1,1.4,10,6,0,2,0,0,0,1,578,2,2,13,3,0,0,83.0
2,8.58,5,4,8.3,17,4,5,2,1,1,0,1,821,1,2,17,8,0,0,98.0
2,6.98,2,1,2.1,8,4,0,2,1,0,1,1,662,1,2,12,5,0,1,86.3
3,9.31,2,3,0.5,17,1,6,4,2,0,0,1,443,1,1,20,2,0,1,98.0
2,9.26,5,1,3.2,17,3,5,3,3,1,1,1,710,0,3,18,6,0,0,98.0
2,7.05,4,2,4.3,19,5,4,3,2,1,0,1,664,0,2,14,6,0,0,98.0
4,7.29,5,1,1.3,14,1,6,3,2,1,1,1,553,2,1,13,4,0,1,98.0
1,8.36,4,1,1.8,11,6,0,2,0,0,1,0,481,2,1,20,5,1,0,98.0
3,8.9,4,2,0.3,18,1,2,3,1,7,0,1,493,4,1,20,6,0,0,98.0
2,8.88,3,2,4.9,16,6,4,2,2,1,1,1,550,1,0,17,10,0,0,98.0
1,7.95,1,1,0.7,11,1,2,2,4,1,1,0,260,2,2,10,7,0,0,76.6
2,9.63,1,2,0.8,16,4,4,3,2,1,1,1,538,2,1,15,4,1,0,98.0
4,10.0,10,2,15.0,19,6,3,3,2,1,1,1,1051,2,6,24,15,0,1,98.0
3,9.44,2,2,5.9,13,7,2,1,1,0,1,1,569,2,1,17,6,0,0,98.0
4,7.88,0,0,1.4,15,3,6,2,2,1,0,0,548,1,0,14,2,1,1,82.5
3,6.82,3,0,1.3,16,3,5,2,2,0,0,1,383,1,1,16,5,0,0,93.1
3,7.56,0,1,1.1,16,1,1,2,7,1,1,1,455,0,0,14,3,0,0,78.3
0,8.28,4,1,0.1,11,0,1,1,5,1,0,1,521,0,0,18,4,1,0,82.6
3,7.66,3,3,1.1,16,1,5,3,3,0,1,1,645,2,1,17,1,0,1,98.0
2,8.13,7,1,7.3,15,1,3,1,7,1,1,1,777,0,1,22,9,1,1,98.0
2,8.25,6,2,5.7,14,0,2,3,1,5,1,1,821,1,0,20,11,0,0,98.0
2,8.28,2,2,3.4,13,0,2,2,1,6,1,1,516,1,2,17,5,0,0,98.0
3,8.9,2,2,1.0,14,1,1,4,1,5,1,0,441,2,2,16,7,0,1,98.0
2,7.64,8,2,5.4,12,5,2,2,1,0,1,0,687,1,0,15,8,1,0,98.0
0,6.03,4,0,0.7,14,6,3,2,1,1,0,1,521,2,1,14,5,0,0,80.9
4,7.38,3,0,3.3,12,1,4,3,1,0,1,1,574,3,0,11,3,0,0,96.3
3,9.21,2,4,1.6,14,0,2,3,1,4,1,1,603,3,1,15,8,0,0,98.0
2,8.67,2,0,1.9,17,2,7,3,1,1,0,1,554,0,1,16,3,0,0,88.9
4,8.09,3,3,3.9,16,6,4,3,1,1,0,1,663,2,1,20,6,0,0,98.0
3,8.99,2,2,0.7,13,5,3,3,1,0,1,0,460,2,0,14,3,1,0,98.0
2,8.2,4,3,5.3,13,3,3,1,2,2,1,0,790,3,1,19,9,1,0,98.0
3,6.31,3,1,2.5,17,1,2,3,2,6,1,1,597,1,1,20,9,1,0,98.0
2,7.71,2,1,0.4,14,1,1,3,2,6,1,1,499,3,2,19,3,0,0,94.8
2,7.88,1,0,0.0,13,1,1,2,2,5,1,1,416,4,0,13,5,0,0,80.8
2,9.85,5,1,12.2,14,3,2,2,2,1,1,1,1026,1,2,20,14,0,0,98.0
0,6.91,2,1,0.5,16,2,5,2,3,1,1,0,338,1,0,24,2,0,0,80.3
2,7.7,2,1,0.2,9,4,1,1,0,0,1,1,493,2,0,13,4,1,0,79.4
2,8.34,3,2,1.4,11,0,1,2,1,6,0,1,497,2,1,11,6,0,0,97.2
2,7.07,2,1,0.7,16,5,4,3,2,0,1,1,427,3,0,17,5,0,0,89.2
2,7.6,4,1,4.1,14,1,5,4,1,0,1,1,671,2,2,18,5,0,0,98.0
2,8.33,4,3,3.2,14,1,6,4,2,0,1,0,563,0,1,24,9,0,1,98.0
0,8.26,1,1,0.8,13,2,4,2,2,0,1,1,485,1,1,15,5,0,1,83.7
3,9.38,0,0,2.5,14,1,3,2,4,0,1,1,579,3,3,14,0,0,0,97.5
1,10.0,3,0,1.0,12,1,1,2,2,5,1,0,495,0,0,18,5,0,1,92.1
2,8.37,2,3,2.5,16,3,4,3,2,0,1,1,525,2,0,14,3,1,0,98.0
2,6.92,3,2,3.4,13,0,3,1,7,0,1,1,466,1,0,16,6,0,0,98.0
2,7.66,3,0,4.4,13,9,1,2,0,0,0,1,740,2,0,16,9,0,1,98.0
2,10.0,0,0,0.2,15,6,4,2,1,0,0,0,437,1,1,10,4,1,0,80.8
3,7.36,2,3,4.4,13,7,2,2,0,0,1,1,589,3,1,17,9,1,0,98.0
2,8.46,2,0,0.8,12,4,2,1,1,0,0,1,495,7,1,15,5,0,0,95.8
3,7.69,3,1,1.4,15,3,5,3,1,0,1,1,663,1,1,21,6,0,0,98.0
2,9.13,3,1,2.3,10,1,1,1,4,0,0,1,499,3,1,11,7,1,0,98.0
3,8.64,1,2,1.2,10,2,3,2,1,1,0,1,553,1,1,16,5,0,0,88.2
2,8.53,3,1,1.0,15,1,3,1,6,0,1,1,650,1,1,18,9,0,1,98.0
2,7.2,2,1,1.9,13,4,2,2,2,2,1,1,545,2,3,16,6,0,0,98.0
1,8.29,1,0,1.4,12,3,3,2,2,1,1,1,474,1,2,8,3,0,0,81.0
2,9.66,2,5,1.9,15,1,2,1,7,1,1,1,453,0,1,18,3,0,1,98.0
1,7.37,3,3,8.9,14,3,2,2,2,2,1,1,735,2,2,19,12,1,1,98.0
3,7.14,3,4,1.8,17,4,5,3,1,0,1,1,532,2,3,11,2,0,1,98.0
3,8.42,3,2,5.4,17,3,6,4,1,1,1,1,624,4,2,26,7,0,0,98.0
2,9.16,4,4,4.4,13,3,5,3,1,0,0,1,645,0,1,15,9,1,0,98.0
1,8.19,0,1,1.0,14,7,1,2,1,0,0,0,456,0,0,19,5,0,0,70.6
2,7.44,1,2,0.3,15,9,1,2,0,0,1,1,563,3,2,13,4,0,0,95.3
3,9.37,7,3,12.7,15,2,4,4,1,0,1,1,995,2,1,17,15,1,1,98.0
3,9.08,1,3,0.3,16,5,4,3,2,0,1,1,526,1,2,14,5,0,0,98.0
2,6.3,2,2,0.6,18,0,1,4,1,8,1,1,631,1,2,22,5,0,0,98.0
2,6.85,0,0,1.4,13,3,4,3,2,0,1,1,495,1,1,17,2,1,0,78.9
2,8.67,3,2,0.9,15,9,0,2,1,0,1,0,535,2,0,11,7,0,1,98.0
0,8.42,3,1,3.7,13,2,2,2,2,1,1,1,569,1,1,21,7,0,0,98.0
3,7.9,1,2,0.4,10,0,3,1,4,0,0,1,500,1,1,16,2,1,0,81.1
2,8.71,1,3,1.0,17,6,5,3,1,1,1,1,442,2,2,14,6,0,1,98.0
2,6.36,3,1,1.5,17,5,5,2,2,1,0,1,568,2,3,15,4,0,0,98.0
2,7.88,0,0,3.2,15,1,1,4,1,4,1,0,567,1,1,19,5,0,0,88.5
2,8.21,3,2,4.8,11,3,2,1,2,1,0,1,680,4,0,16,9,1,1,98.0
1,7.99,1,0,0.0,14,1,7,2,3,0,0,1,447,0,2,12,3,1,0,76.1
2,7.06,2,0,0.6,10,0,1,2,4,1,1,1,519,0,1,9,4,0,0,73.3
4,8.64,2,1,0.5,16,3,5,3,1,1,0,1,579,1,1,17,6,0,0,98.0
2,8.71,4,0,1.2,15,6,3,3,1,0,1,1,637,2,1,14,3,0,1,98.0
2,8.48,3,0,1.3,11,0,1,3,1,5,1,0,579,1,1,13,2,0,0,86.4
2,6.52,1,3,3.9,19,6,5,2,2,0,1,0,448,2,0,26,6,0,1,98.0
3,9.26,3,1,0.6,17,1,1,2,1,8,0,1,534,3,0,21,3,0,1,98.0
2,8.47,1,0,2.9,13,4,2,2,1,1,1,1,599,7,0,17,6,0,0,98.0
0,9.71,2,3,0.0,15,3,3,3,2,0,0,1,490,2,0,11,0,1,0,91.5
2,7.95,0,2,1.5,17,4,4,3,2,1,1,1,458,1,2,19,6,0,0,94.3
2,7.6,2,3,1.7,14,4,2,2,1,2,0,0,563,0,0,11,0,0,0,83.2
2,8.48,1,0,2.1,15,6,5,2,1,0,0,1,465,2,1,16,7,0,1,94.4
