skills_count,experience,projects,education,ats_keywords,action_verbs,resume_length,has_contact,has_sections,formatting_score,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,ats_pass
15,0.4,1,2,17,0,386,1,1,9.3,4,3,2,1,1,0
10,0.6,2,3,8,4,542,1,1,6.0,4,2,2,1,0,1
12,5.3,1,2,9,7,604,1,1,5.3,3,2,2,1,1,0
18,0.1,1,2,16,4,480,1,0,8.1,3,7,2,2,0,0
18,4.4,5,2,9,6,576,0,1,8.6,1,2,4,2,6,1
12,0.4,0,2,13,3,567,1,1,6.6,0,1,1,5,1,0
16,2.2,5,2,14,4,461,1,1,9.0,1,2,2,2,8,1
15,1.7,0,1,14,4,462,1,1,9.4,3,6,3,2,0,1
9,0.1,2,3,9,0,536,1,1,8.5,3,2,1,1,1,0
15,0.7,2,2,13,2,362,1,0,4.2,6,2,2,1,0,0
13,0.1,3,2,9,5,324,1,1,6.3,0,2,2,5,0,1
10,0.6,1,3,14,2,394,1,1,6.8,2,2,2,2,1,0
16,0.3,2,2,19,4,318,1,1,9.6,6,3,2,1,1,1
13,0.8,3,3,11,1,580,0,1,9.4,9,2,1,0,0,1
12,3.1,4,2,14,6,529,1,1,6.5,1,1,2,6,0,1
16,0.8,0,2,18,5,438,1,1,8.2,3,3,3,2,1,1
16,0.3,2,2,16,8,496,0,1,5.2,5,4,2,2,1,0
14,0.3,2,2,12,4,523,1,1,7.2,3,5,3,2,0,1
13,0.8,1,2,16,4,433,1,1,4.3,0,1,2,2,6,1
12,0.1,4,3,13,5,410,1,1,6.3,4,3,2,1,0,1
18,0.1,3,3,16,5,318,1,1,7.4,5,4,3,1,1,1
12,6.3,7,2,16,5,592,0,1,5.4,2,3,2,2,1,1
16,5.3,3,2,19,9,685,1,1,4.4,0,2,4,1,5,1
12,3.0,2,3,10,2,546,1,0,7.8,8,1,1,0,0,0
10,0.8,1,0,7,3,526,1,1,7.5,3,2,1,1,2,0
11,0.3,2,2,17,5,382,1,1,8.8,3,2,1,1,2,1
14,0.7,1,0,5,5,319,1,1,9.9,3,5,2,3,0,0
18,1.1,0,2,12,7,478,1,0,9.3,1,5,4,3,1,1
19,2.1,2,2,12,3,487,1,0,9.2,6,5,2,2,1,1
19,0.8,4,3,13,3,328,1,1,7.8,6,5,2,1,1,0
15,1.4,0,3,12,4,561,1,0,7.4,0,1,3,1,6,0
19,2.0,0,2,15,5,618,1,1,5.9,1,2,2,2,8,1
12,1.4,1,2,11,5,475,1,0,6.5,4,2,1,2,1,0
18,6.2,6,2,15,6,522,1,1,8.0,1,7,3,2,1,1
14,0.0,1,2,17,1,494,1,1,5.1,2,2,2,2,2,0
19,0.3,3,2,20,4,490,1,0,7.0,5,4,3,2,1,1
14,2.8,1,2,6,3,498,0,1,6.9,1,1,2,6,1,0
12,5.8,2,3,16,5,658,0,0,8.2,4,2,1,1,1,1
10,1.8,2,2,10,6,486,1,1,6.1,3,2,1,2,1,0
14,0.1,3,2,13,2,463,1,1,7.7,9,2,1,1,0,0
12,0.1,1,2,15,4,523,1,0,9.5,7,0,1,1,0,0
12,1.2,1,0,8,5,466,0,1,7.1,3,3,1,2,2,0
14,0.4,1,2,19,1,445,0,1,7.6,1,1,2,1,6,0
15,1.1,2,1,13,3,548,1,1,3.7,4,3,1,2,1,0
13,0.2,1,3,14,2,590,1,1,8.6,1,1,1,6,0,1
15,0.3,1,2,15,3,461,1,1,9.2,3,3,3,2,1,0
14,0.4,6,2,12,5,403,1,1,5.5,2,4,3,2,0,0
14,2.3,4,1,6,9,509,1,0,7.3,3,3,3,2,0,1
16,0.9,2,2,15,4,388,1,0,8.9,3,4,2,2,1,1
15,3.0,2,2,15,5,451,0,0,7.1,9,1,2,0,0,1
13,0.8,6,3,12,3,371,1,1,6.8,7,2,2,0,0,1
13,3.0,7,2,14,5,510,1,1,7.3,0,1,2,2,5,0
17,4.6,3,2,19,3,673,1,1,9.4,4,5,2,1,1,1
16,2.3,3,0,13,2,593,1,0,6.5,3,4,3,3,1,1
9,0.4,0,4,8,3,453,1,1,6.5,4,2,1,1,0,1
18,3.7,0,2,22,4,655,1,1,5.9,6,5,2,2,0,1
13,0.8,3,3,12,4,425,1,1,8.9,3,2,2,1,2,1
8,3.6,1,2,10,7,637,1,1,6.7,5,0,1,1,0,0
15,0.9,1,1,17,7,551,1,0,4.9,3,3,3,2,1,0
10,0.3,2,3,12,7,463,1,1,7.8,4,2,1,1,1,1
17,4.9,6,2,13,8,439,1,1,8.0,1,2,4,2,6,1
11,3.1,1,3,17,9,454,0,1,4.3,2,3,1,1,2,0
17,1.0,2,2,17,7,272,1,1,8.1,1,6,4,3,0,1
16,5.8,8,3,17,8,724,0,1,7.6,0,1,4,2,7,1
16,1.2,3,3,10,4,459,1,1,5.9,2,7,2,3,1,1
15,3.2,4,1,15,8,567,1,1,7.6,1,2,3,1,4,1
13,0.2,3,3,14,3,432,1,1,7.4,3,2,1,1,2,1
13,0.1,1,4,14,4,473,1,1,8.2,4,2,1,1,1,1
17,3.3,4,2,10,2,506,1,1,7.3,1,3,2,7,0,0
14,0.4,2,2,13,6,427,1,1,6.3,0,3,2,5,0,1
12,2.5,1,3,15,2,564,1,1,8.3,6,2,2,0,0,1
14,2.8,2,4,11,4,435,1,1,4.5,1,6,2,2,1,0
16,6.5,7,3,13,9,706,1,1,6.1,2,7,4,2,0,1
11,0.4,2,2,9,5,513,0,1,8.5,5,2,1,1,0,1
16,4.9,1,1,14,7,609,1,1,9.4,1,7,4,1,1,1
12,1.0,1,2,10,1,343,1,1,5.1,7,0,1,1,0,0
14,0.1,1,0,14,5,469,1,1,8.7,9,0,2,0,0,0
12,1.1,4,2,19,4,458,1,1,7.9,1,1,1,5,0,1
19,1.4,0,2,17,5,491,1,1,7.9,3,5,4,3,0,0
15,4.6,4,0,16,9,698,1,1,7.8,1,5,3,2,1,1
10,2.1,7,2,12,7,583,1,1,7.9,0,1,1,5,0,1
10,2.2,3,1,9,5,541,1,1,6.6,5,1,2,0,0,0
18,0.6,1,2,23,5,422,1,1,6.7,6,5,2,1,1,0
15,0.6,4,2,16,8,491,1,1,6.3,3,6,3,1,0,1
13,0.0,2,1,14,7,541,1,1,7.5,9,1,1,1,0,0
14,1.1,3,4,15,3,500,1,1,3.8,3,3,1,1,2,1
14,1.9,1,3,14,5,464,1,1,5.2,3,5,3,1,1,0
11,0.4,2,2,12,4,485,1,1,5.0,3,2,1,2,2,1
14,13.2,7,4,14,15,796,0,1,6.9,9,2,2,0,0,0
14,0.1,0,2,9,2,500,1,0,7.2,0,1,3,2,5,1
10,4.5,7,4,15,8,470,1,1,5.0,6,1,1,0,0,1
10,1.6,2,2,12,3,599,1,1,5.7,7,1,1,0,0,1
15,0.2,1,2,13,3,563,1,1,6.5,0,2,3,1,8,1
16,0.1,1,2,18,5,408,1,1,9.4,1,7,3,2,0,1
8,1.6,2,3,12,5,498,0,1,6.6,5,1,1,0,0,0
16,1.4,3,2,15,3,415,1,1,8.5,5,3,3,1,1,0
14,0.6,1,2,15,3,392,1,1,6.5,1,1,4,1,6,0
15,1.7,1,2,14,5,500,0,1,4.6,8,1,2,1,0,1
14,5.4,3,2,13,9,588,1,1,6.5,4,2,2,2,2,1
15,0.6,3,3,16,1,319,1,1,5.8,3,4,2,2,1,1
16,4.7,2,3,16,10,521,0,1,3.8,1,1,3,1,8,1
15,1.7,1,3,10,5,359,1,1,9.3,5,3,2,2,1,0
13,1.7,0,1,9,4,504,1,1,1.9,4,3,3,1,1,0
15,2.5,2,4,11,6,526,1,1,8.1,1,1,1,7,1,1
18,1.3,3,1,12,4,454,1,0,6.6,1,2,4,2,6,0
20,0.0,0,2,15,3,411,1,1,7.7,6,4,3,2,1,0
13,1.2,6,2,13,3,424,1,1,5.6,3,3,3,1,1,1
11,1.2,2,1,7,4,428,1,1,4.2,0,3,2,5,0,0
16,6.5,2,2,9,7,556,0,1,7.6,2,5,4,2,0,0
13,0.2,2,2,9,5,404,1,1,6.7,1,2,1,7,1,0
14,1.8,2,2,10,3,527,1,0,4.0,4,2,2,2,1,0
18,2.4,2,2,18,8,532,1,1,8.1,0,2,3,2,8,1
10,1.0,3,2,13,7,492,1,1,8.4,2,3,1,2,1,1
14,0.1,1,1,18,2,527,0,0,8.8,2,4,2,3,0,0
15,0.9,1,2,13,5,414,1,1,7.4,4,2,1,2,2,1
12,1.7,4,2,4,6,451,1,1,8.2,0,3,2,5,1,0
15,0.0,1,2,12,0,298,1,1,8.6,3,5,2,2,1,1
17,8.8,6,2,12,11,725,1,1,6.2,5,5,2,1,0,1
15,3.6,3,1,12,10,482,1,1,4.1,1,2,3,2,6,1
11,0.0,1,1,7,0,600,1,1,9.9,3,2,2,1,2,0
16,0.9,2,2,16,3,539,1,1,5.1,0,2,4,1,8,1
12,0.4,1,3,13,0,394,1,0,5.2,3,3,2,1,1,0
14,6.0,3,2,13,9,728,1,1,8.3,9,0,1,0,0,1
13,1.5,1,3,12,3,406,1,0,8.6,5,1,2,1,0,0
10,0.0,4,2,13,0,536,1,1,8.4,2,2,2,2,1,1
15,1.1,4,1,11,2,493,1,1,6.2,3,5,2,1,0,1
11,2.7,3,2,10,7,425,1,1,6.9,0,1,2,6,1,0
16,0.7,0,3,17,1,501,1,1,1.3,0,2,2,2,6,1
15,0.5,1,2,13,4,389,1,0,7.2,4,3,2,1,1,0
13,0.7,1,2,12,3,444,1,1,6.4,3,3,1,1,1,0
13,0.1,2,2,15,4,529,1,1,7.0,3,3,2,2,1,0
13,4.3,2,0,16,4,603,1,1,8.7,1,5,2,2,1,1
13,2.0,2,2,14,6,537,1,1,6.6,0,2,4,1,4,0
12,1.3,1,2,15,4,348,1,1,7.1,5,1,2,1,0,0
14,3.6,2,2,16,4,636,1,1,4.8,2,5,3,2,0,0
11,3.0,2,2,11,6,422,1,1,8.0,0,1,2,6,1,1
16,1.6,2,2,10,6,563,1,1,8.6,3,4,2,3,1,1
16,1.4,1,2,17,6,359,1,1,6.8,4,3,1,2,2,1
14,0.8,3,3,13,4,532,0,0,7.4,3,3,3,1,0,1
19,0.4,0,2,11,5,344,1,0,6.7,3,7,4,1,1,0
14,2.4,2,1,12,7,410,1,1,5.6,4,3,3,2,1,1
17,0.4,0,0,16,2,492,1,1,3.9,5,5,2,1,1,1
18,3.6,3,4,11,3,530,1,0,7.0,6,5,2,1,1,1
19,0.5,3,2,12,3,515,1,1,5.7,2,7,3,3,1,1
11,5.1,4,3,13,7,719,1,1,6.6,3,3,2,1,1,1
15,0.6,3,3,15,6,648,1,1,7.0,1,1,2,1,6,1
14,0.8,1,3,13,5,392,1,1,7.3,0,2,2,7,1,1
14,1.4,3,1,16,3,482,1,1,6.9,3,4,2,1,1,0
15,2.1,1,3,20,7,434,1,1,7.1,3,5,2,2,0,1
13,0.5,5,2,15,6,444,1,1,5.5,0,1,1,6,1,0
15,2.3,1,2,16,6,535,0,1,8.6,5,5,2,2,0,1
13,5.5,6,2,16,5,560,1,1,6.3,1,1,2,5,0,1
13,0.5,3,3,8,3,455,1,1,4.5,6,1,2,1,0,1
17,2.3,1,2,15,4,538,1,1,8.4,5,4,3,2,1,1
13,5.4,8,2,11,8,527,1,1,8.7,0,2,1,6,1,1
12,2.0,3,3,11,3,508,1,1,7.7,0,2,3,2,4,0
14,3.1,3,2,20,3,614,1,1,7.6,2,4,3,1,0,1
12,4.6,3,2,15,9,602,1,1,5.1,4,3,1,2,1,1
17,2.0,4,3,18,7,317,1,0,9.0,3,4,4,3,0,1
13,5.5,4,3,15,5,613,1,1,5.9,4,5,2,1,0,1
11,0.6,6,2,14,3,472,1,0,8.2,1,1,1,7,0,0
14,1.1,6,2,16,3,434,1,1,7.2,2,6,4,1,0,1
17,2.0,4,2,13,3,424,1,1,7.0,3,6,3,3,0,1
14,0.9,6,2,19,4,544,1,1,7.9,1,2,2,1,5,1
15,0.9,1,2,12,7,443,0,1,5.0,3,6,2,1,1,0
16,0.9,2,1,13,0,488,1,1,8.9,1,2,2,2,8,1
13,3.6,1,1,14,5,515,1,0,9.4,2,3,2,2,1,0
11,1.9,3,2,13,7,443,1,1,7.7,5,2,2,0,0,1
12,2.6,3,2,5,3,446,0,1,6.0,2,4,2,3,0,1
16,0.7,3,2,13,6,705,1,1,9.2,4,5,3,1,0,0
12,1.1,2,2,7,5,388,1,1,3.2,4,2,1,2,1,1
13,2.1,1,3,12,1,653,1,1,5.9,3,4,3,2,0,0
13,1.2,3,3,14,4,443,1,1,9.5,1,4,3,1,1,1
19,0.2,1,2,20,4,372,1,1,7.0,3,7,2,3,0,1
13,1.9,2,1,15,3,503,1,1,8.1,8,1,1,0,0,0
16,0.2,3,2,14,5,454,0,1,4.0,1,1,3,1,7,0
15,1.9,1,3,10,0,480,1,1,6.5,5,5,2,1,0,0
16,0.5,2,3,14,4,522,1,0,7.6,9,2,1,0,0,0
10,0.4,2,2,12,3,317,0,1,7.6,1,1,1,6,0,1
14,1.7,1,2,8,5,570,1,0,8.9,4,5,2,1,0,0
13,2.4,3,2,14,3,513,1,0,9.6,0,1,2,6,1,1
17,0.3,1,2,14,3,360,1,0,7.4,4,5,2,2,1,0
14,7.6,1,2,10,10,472,0,1,6.7,8,1,1,1,0,1
13,1.4,2,0,8,5,559,1,1,4.9,4,2,1,1,1,0
17,0.5,1,2,17,4,323,1,1,3.7,3,6,2,3,0,1
11,1.9,1,3,11,3,472,1,1,8.1,5,1,1,1,0,1
13,0.0,1,3,11,3,466,1,0,9.1,0,1,2,7,1,1
12,0.5,2,2,14,5,358,1,1,7.4,0,2,1,5,1,0
12,4.5,4,2,14,7,469,1,1,7.9,3,3,3,1,0,0
15,0.5,2,3,15,6,489,1,1,7.1,6,2,2,1,0,0
16,0.2,1,2,17,3,456,1,0,5.5,3,4,3,2,1,0
9,3.3,3,3,12,5,708,1,0,8.8,5,0,1,1,0,0
14,1.0,2,3,16,6,468,1,1,5.6,1,2,1,6,1,0
13,1.5,3,2,12,6,431,1,0,7.4,4,2,1,2,1,0
14,3.1,2,2,9,5,471,1,1,6.0,7,2,2,0,0,0
14,1.1,2,4,15,3,404,1,0,8.1,1,2,4,1,5,0
17,0.9,0,0,13,2,612,1,1,7.1,6,5,3,1,1,0
12,3.3,5,3,12,5,626,0,1,8.9,0,2,4,1,4,1
13,1.7,1,2,16,4,519,1,0,8.2,1,4,3,1,0,0
13,3.3,6,2,13,5,471,1,1,8.0,4,3,3,1,1,0
15,0.4,4,2,9,4,382,1,0,7.3,3,4,3,1,0,0
13,2.3,1,2,12,6,287,1,0,7.2,3,4,2,1,1,0
12,5.4,5,4,13,10,510,1,1,8.3,1,5,2,1,0,0
15,2.4,3,2,14,7,423,1,1,8.3,4,4,3,2,1,1
13,6.3,2,1,11,6,560,1,1,7.2,8,1,1,1,0,0
13,6.6,2,2,16,10,444,1,1,8.1,1,6,2,1,1,1
11,1.1,3,3,12,3,475,1,1,8.7,6,0,1,0,0,0
21,1.2,2,2,13,7,586,1,1,5.4,3,7,4,3,1,1
12,0.3,0,2,15,3,317,1,1,9.1,7,0,2,0,0,1
16,1.2,1,2,12,6,584,1,1,8.6,1,5,3,3,1,0
12,0.6,2,1,17,2,466,1,0,7.8,4,3,2,1,1,1
10,0.5,4,0,14,3,440,0,0,4.1,2,2,1,1,2,0
11,4.2,5,2,9,10,516,1,1,9.5,3,2,1,1,1,0
13,0.6,2,3,17,7,427,1,1,9.0,7,1,1,1,0,1
17,3.9,1,0,8,8,472,1,1,6.0,2,7,4,1,0,1
16,0.8,1,3,7,5,452,1,1,7.8,3,5,3,2,1,0
15,4.6,6,3,13,10,631,1,1,7.4,0,2,3,1,5,1
14,0.5,1,2,15,3,473,1,1,9.5,1,1,3,1,7,1
11,3.8,2,2,9,11,436,1,0,5.2,2,2,1,2,2,1
16,1.2,2,2,10,4,418,1,1,9.2,6,3,2,2,1,1
14,6.0,3,2,11,10,577,1,0,9.5,5,4,2,1,0,0
13,6.7,2,1,17,7,574,1,1,7.4,4,2,2,2,2,1
13,3.5,2,2,11,6,532,1,1,5.4,4,3,1,2,1,0
14,1.1,2,1,16,3,413,0,1,8.3,4,2,1,1,2,0
14,0.1,3,2,12,6,308,0,1,9.1,6,1,2,1,0,1
15,0.6,1,2,19,4,514,1,1,7.7,4,2,1,2,2,1
13,2.4,3,1,6,4,384,1,1,6.3,4,2,2,1,0,0
17,4.0,4,2,16,8,633,1,1,9.0,2,7,3,3,1,1
18,0.9,9,2,10,8,381,1,1,5.0,6,5,2,2,0,1
17,0.5,1,2,17,5,445,1,1,5.9,1,7,4,1,0,0
9,3.1,3,2,13,9,454,1,1,5.8,0,2,1,4,1,0
12,2.8,0,2,9,6,452,1,0,6.6,0,3,1,6,0,0
11,3.2,4,4,11,7,585,1,1,6.9,0,1,2,6,1,1
12,1.3,2,2,8,0,431,0,1,7.6,0,3,2,4,0,0
9,0.7,2,2,15,4,508,1,1,6.1,6,0,1,1,0,0
18,0.4,3,2,17,4,381,1,0,7.2,6,4,3,1,1,1
13,3.0,4,0,16,5,405,1,1,3.4,0,1,2,7,0,1
16,1.0,5,2,15,6,462,1,1,8.8,4,5,3,1,0,1
11,0.2,2,2,17,5,402,0,0,7.3,4,2,1,1,1,1
10,0.3,1,2,9,6,337,1,0,7.0,4,0,2,0,0,0
15,1.0,4,2,15,7,571,1,0,5.4,2,3,2,2,2,1
13,0.8,2,4,8,0,378,1,1,5.8,2,2,1,2,2,0
13,7.3,5,3,18,8,725,1,1,7.1,1,1,2,1,4,1
13,2.0,2,2,12,3,583,1,1,8.8,5,3,2,1,0,0
9,0.4,4,2,12,5,537,1,0,9.5,5,0,2,0,0,1
13,3.8,1,0,20,3,627,1,1,8.5,3,3,2,2,0,1
15,8.4,3,3,12,5,544,1,1,5.8,9,1,1,0,0,1
16,1.1,3,3,16,3,386,1,0,7.2,4,5,3,2,0,0
19,8.3,4,0,14,10,490,1,0,6.8,6,5,3,2,1,1
13,0.1,5,2,15,3,466,1,1,6.5,3,2,1,2,1,1
13,0.6,2,4,15,7,594,0,0,7.7,2,3,1,1,2,1
15,1.0,4,2,16,5,409,0,1,5.5,4,3,2,1,1,0
12,1.8,2,0,12,4,520,1,1,7.6,8,0,2,1,0,1
10,0.7,5,2,10,6,367,1,0,7.0,5,2,2,0,0,0
13,0.4,2,2,8,2,460,0,1,6.3,0,2,3,1,5,0
16,0.4,1,1,15,7,451,0,1,7.5,4,3,2,2,1,1
15,0.2,4,2,12,3,593,1,1,8.5,0,2,2,1,8,0
13,0.4,1,1,8,4,282,1,0,6.2,1,1,3,1,4,0
13,0.1,3,3,12,1,377,1,0,8.0,1,1,2,2,5,1
15,0.0,1,2,16,1,439,1,0,5.7,0,2,4,1,4,0
13,4.3,3,2,15,10,646,1,0,7.5,5,3,2,1,1,1
17,2.0,2,3,12,4,601,1,0,6.9,3,7,3,1,1,0
13,1.2,5,2,13,5,620,1,1,7.9,1,5,2,1,0,1
13,0.4,0,2,10,2,299,1,0,8.1,2,6,3,1,0,0
10,1.6,3,2,13,5,413,1,1,7.5,3,3,1,1,1,0
16,0.4,2,3,15,5,597,1,1,6.6,6,4,2,1,0,0
16,0.9,4,2,14,4,549,1,0,7.4,2,7,4,1,1,1
14,3.4,1,2,16,5,561,1,1,8.7,3,3,2,2,2,1
13,0.9,3,2,20,6,295,1,1,8.9,0,1,2,7,1,1
15,2.2,3,1,10,4,595,1,1,8.2,1,1,4,1,7,0
16,0.3,2,3,11,5,768,1,1,7.2,1,1,4,2,7,0
14,4.7,2,2,14,8,522,1,1,6.9,3,3,3,2,0,1
15,1.6,3,3,19,3,496,1,1,6.7,4,3,1,2,1,1
14,0.9,1,3,10,6,528,1,1,8.8,5,4,2,1,1,0
15,3.5,1,3,14,4,630,1,1,8.5,3,5,2,2,0,1
16,0.8,0,2,18,3,417,1,1,9.0,3,3,2,2,2,0
18,1.3,2,2,13,3,532,1,1,6.2,3,6,2,3,1,0
16,0.2,5,2,15,6,587,1,1,6.7,2,5,4,2,1,1
16,1.3,2,3,12,4,570,0,0,6.1,6,3,3,2,1,0
14,1.4,1,4,13,5,478,0,0,4.7,0,1,4,1,4,0
16,0.4,0,2,17,8,453,1,0,6.3,2,4,3,3,1,1
13,3.8,2,2,15,3,489,0,0,5.3,2,3,1,1,2,1
14,0.8,2,2,10,3,441,1,1,4.8,4,3,3,1,0,0
13,4.2,4,4,14,8,661,1,0,7.3,3,3,2,1,2,0
15,0.9,1,1,18,7,562,1,1,9.9,1,1,3,1,7,1
12,5.5,4,3,15,6,583,1,1,7.8,1,2,1,5,1,1
7,4.5,3,2,13,5,437,1,0,8.8,4,0,2,0,0,1
17,2.4,2,1,15,4,589,0,1,9.0,5,4,3,1,0,0
12,3.0,3,3,12,2,575,1,1,8.6,2,2,1,2,1,1
12,1.3,4,1,12,4,475,1,1,6.7,9,0,1,0,0,1
17,3.5,6,2,12,5,480,0,1,5.4,6,3,3,1,1,1
17,0.5,2,2,11,0,460,1,1,7.4,0,1,4,2,8,0
14,0.2,6,1,7,4,489,1,1,5.1,9,2,1,1,0,1
19,3.4,3,3,15,4,478,1,1,9.4,1,2,4,2,7,1
12,0.9,4,4,5,2,462,1,1,8.8,3,2,1,1,2,0
15,0.0,2,3,14,2,408,1,1,6.0,1,3,2,4,1,1
11,1.5,2,3,13,5,673,1,1,6.6,3,2,1,2,2,0
19,2.6,1,2,16,6,402,1,1,7.7,2,7,3,2,1,1
11,3.4,4,2,8,4,607,1,1,7.3,3,3,2,1,1,0
10,6.0,2,3,9,8,551,1,1,7.8,4,0,2,1,0,1
13,1.6,2,1,13,4,467,1,1,7.4,0,2,4,1,4,0
18,1.8,0,1,16,5,522,1,1,7.0,2,7,4,1,0,0
15,0.6,1,2,17,2,495,1,1,8.0,4,5,2,2,1,1
14,1.5,3,4,9,2,517,1,1,8.4,3,5,3,2,0,1
14,1.4,1,3,20,4,557,1,0,6.2,9,1,2,1,0,0
14,0.2,1,3,16,6,275,1,0,6.3,4,3,3,1,1,1
17,0.3,2,3,14,6,457,1,1,4.7,1,2,3,1,6,1
13,5.4,1,3,15,4,438,1,1,6.9,1,4,2,3,0,1
15,1.8,3,3,17,6,605,1,1,5.4,4,3,2,1,1,1
10,2.3,3,1,12,4,480,1,1,5.2,3,2,1,1,1,0
12,2.2,3,3,10,6,515,1,1,4.6,1,2,2,6,0,0
14,3.6,3,2,13,4,507,1,1,9.4,8,0,2,0,0,0
10,1.0,6,2,11,6,469,1,1,7.9,2,2,1,1,2,1
14,0.3,2,3,12,5,456,1,1,9.0,1,5,4,2,1,1
16,2.6,2,2,16,3,613,1,0,6.3,1,2,3,1,6,1
15,2.5,2,2,10,4,566,1,1,5.4,8,1,2,0,0,1
12,2.1,4,3,11,1,477,1,1,8.1,8,0,1,0,0,0
16,0.9,2,2,14,5,497,1,1,7.9,4,2,2,2,2,1
17,0.7,3,1,13,3,465,1,1,8.5,4,5,2,2,0,0
16,0.1,3,1,14,4,616,1,1,6.9,0,2,3,1,6,1
14,0.6,1,2,13,7,450,0,1,8.5,3,2,1,2,2,0
15,4.4,6,3,14,11,504,1,1,7.5,9,2,2,1,0,0
12,0.3,1,3,8,8,430,0,1,9.0,7,0,2,0,0,0
15,2.3,1,2,10,1,539,0,0,7.3,2,5,4,2,1,1
13,0.4,3,2,15,0,513,1,1,6.2,8,2,1,0,0,1
9,0.4,1,4,7,3,469,1,0,9.3,0,1,1,6,0,0
14,2.8,3,4,11,6,571,1,0,8.3,3,6,3,1,0,1
12,0.6,2,2,17,4,321,1,0,5.9,2,3,2,1,1,1
8,1.3,2,3,9,9,392,1,1,5.0,0,1,1,4,1,0
18,9.0,8,4,10,10,631,1,1,9.4,5,3,3,2,1,0
18,1.3,1,2,10,6,507,1,1,7.4,6,4,2,2,0,1
17,1.2,1,2,16,3,506,1,1,8.8,3,5,3,3,0,1
15,0.1,4,3,15,7,478,1,0,5.9,4,2,2,2,2,1
15,2.2,2,2,10,2,369,0,0,7.5,7,2,2,0,0,0
16,0.3,7,2,14,5,664,1,1,9.4,1,1,3,1,7,0
14,0.4,3,2,13,4,534,1,1,6.0,4,4,3,1,1,1
19,4.1,3,3,15,7,630,1,1,7.5,3,7,4,2,1,1
13,0.9,3,3,12,4,430,1,1,8.1,0,2,2,1,5,0
16,3.7,2,2,12,6,448,1,1,8.6,4,4,3,1,0,1
14,1.2,4,2,17,1,580,1,0,7.6,9,2,1,0,0,1
12,3.0,2,2,14,8,711,1,0,4.0,1,1,2,2,4,1
12,0.5,3,2,9,1,373,1,1,7.2,1,1,1,7,1,0
17,1.8,1,2,20,8,484,1,1,8.8,4,5,2,2,0,1
11,1.4,1,0,9,5,443,1,1,7.2,0,3,1,4,1,0
14,3.6,3,2,9,8,467,1,1,7.9,4,3,2,2,1,1
15,1.5,3,2,9,6,474,1,1,4.7,1,1,2,1,7,1
13,1.2,1,0,17,4,452,1,1,6.9,0,2,3,1,5,1
10,5.6,1,2,10,9,667,1,0,9.0,3,2,1,1,2,0
12,4.2,5,3,6,5,529,1,1,8.6,6,2,2,0,0,1
10,1.8,2,2,6,3,405,1,1,6.4,0,1,2,1,5,1
15,1.3,1,3,14,7,384,1,1,5.9,3,5,4,1,0,1
14,0.2,1,2,16,5,519,1,1,7.1,3,5,2,1,0,1
13,0.8,1,1,14,6,535,1,1,7.1,4,3,2,1,1,0
11,2.0,0,2,13,8,448,1,1,4.9,2,2,2,1,2,1
18,0.8,5,4,9,5,395,1,1,8.8,3,7,4,1,0,1
19,3.0,1,2,12,6,556,1,1,9.4,6,5,2,2,0,1
12,0.9,3,1,15,6,520,1,1,6.7,6,0,1,1,0,1
13,5.9,1,3,7,7,663,1,0,6.2,9,0,2,0,0,1
15,1.2,4,2,14,5,342,1,1,9.4,4,5,2,2,0,0
18,0.6,1,2,18,2,541,1,1,7.5,6,5,2,1,1,0
7,1.1,2,3,8,2,507,1,1,7.5,4,0,1,0,0,1
9,1.2,2,3,16,3,515,1,0,6.7,2,3,1,1,1,1
14,0.3,0,3,17,6,474,1,1,6.5,9,1,1,1,0,1
13,2.2,5,1,16,5,442,1,1,6.3,3,3,2,1,1,1
12,1.7,2,2,15,4,480,1,1,6.4,4,3,3,1,0,0
13,1.6,5,2,12,6,504,1,1,8.7,0,1,3,1,6,1
16,4.4,0,3,7,6,543,1,0,6.2,3,6,4,1,1,1
16,4.9,0,2,16,6,516,1,1,6.1,5,3,3,2,1,0
19,0.4,0,2,16,5,450,1,1,7.9,3,7,4,3,1,1
15,0.2,6,2,19,1,437,1,1,4.4,3,5,2,3,1,1
14,0.7,2,2,11,2,580,1,1,7.9,4,3,2,1,2,1
19,0.5,0,2,11,5,556,1,1,6.4,1,1,3,2,8,1
11,1.1,3,2,13,8,553,1,1,8.2,5,2,2,0,0,0
12,3.5,5,2,8,8,483,1,0,5.2,7,1,1,1,0,0
11,0.8,1,3,17,1,541,1,1,8.1,6,2,1,1,0,1
13,2.4,4,0,9,7,514,1,1,5.1,4,2,1,2,1,0
16,2.6,5,1,6,5,564,1,0,7.0,1,1,2,2,7,0
14,0.6,7,2,16,2,455,1,1,7.2,1,2,2,1,6,0
9,1.7,3,2,11,0,246,1,1,6.1,0,1,2,4,0,0
9,1.6,2,2,9,6,488,1,1,8.0,4,1,1,0,0,1
20,0.3,1,2,17,2,479,1,0,6.8,6,4,3,2,1,1
14,1.0,4,2,11,6,347,0,1,5.3,0,2,1,6,1,1
15,0.6,2,0,17,5,428,1,0,5.4,4,3,2,2,1,1
18,1.5,1,2,14,3,671,1,1,4.7,3,6,3,3,1,1
17,6.2,5,3,18,10,535,1,0,6.7,6,3,2,1,1,1
18,1.3,4,2,14,7,306,1,0,6.0,6,4,3,1,1,0
